2023100422001416551448115502	,T000019071216231004191854806171	,2023-10-04 20:26:37 ,2023-10-04 20:26:41 ,2023-10-04 20:26:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大九龙湖校区2023-10-04 19:18:54--东大成贤学院2023-10-04 20:26:24),8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100422001416551442771309	,202310041709400334963638273	,2023-10-04 10:49:34 ,2023-10-04 10:49:37 ,2023-10-04 10:49:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137824] 2023-10-04 10:49:31,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100422001416551442984697	,T000002079110231004094321168478	,2023-10-04 10:46:45 ,2023-10-04 10:46:49 ,2023-10-04 10:46:49 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-10-04 09:43:21--油坊桥2023-10-04 10:46:38),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100222001416551427665213	,T000002021713231002195819952683	,2023-10-02 21:06:59 ,2023-10-02 21:07:03 ,2023-10-02 21:07:03 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(油坊桥2023-10-02 19:58:19--东大成贤学院2023-10-02 21:06:37),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100222001416551431162604	,202310021708801918508650498	,2023-10-02 19:11:40 ,2023-10-02 19:11:43 ,2023-10-02 19:11:43 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137816] 2023-10-02 19:11:39,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100222001416551409982233	,80126600004823000003222310024745364609984	,2023-10-02 13:11:04 ,2023-10-02 13:11:11 ,2023-10-02 13:11:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,余佳美甲            ,2023100213104369797511345,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100222001416551417534210	,202310021708675386656292866	,2023-10-02 10:48:53 ,2023-10-02 10:48:56 ,2023-10-02 10:48:56 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137826] 2023-10-02 10:48:50,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023100222001416551415884553	,T000002079112231002093112432479	,2023-10-02 10:33:57 ,2023-10-02 10:34:00 ,2023-10-02 10:34:00 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-10-02 09:31:12--油坊桥2023-10-02 10:33:49),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023093022001116551455031775	,T200P1981718004224915474	,2023-09-30 08:56:33 ,2023-09-30 08:56:37 ,2023-10-10 16:02:03 ,淘宝        ,支付宝担保交易         ,当当**店           ,【国庆价】当当网 PyTorch深度学习实战 人工智能 人民邮电出版社 正版书籍,59.90   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092922001416551455694024	,9088202309292306301212575	,2023-09-29 23:06:41 ,2023-09-29 23:06:42 ,2023-09-29 23:06:42 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,U净              ,店铺小票充值              ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092922001416551450796871	,T000002021713230929202008051230	,2023-09-29 21:25:09 ,2023-09-29 21:25:13 ,2023-09-29 21:25:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(油坊桥2023-09-29 20:20:08--东大成贤学院2023-09-29 21:24:47),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092922001416551451890489	,202309291707721103384838146	,2023-09-29 19:36:54 ,2023-09-29 19:36:57 ,2023-09-29 19:36:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137823] 2023-09-29 19:36:52,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092922001416551445797986	,202309291707600780920803330	,2023-09-29 11:38:47 ,2023-09-29 11:38:50 ,2023-09-29 11:38:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137817] 2023-09-29 11:38:44,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092922001416551439501356	,T000002079109230929103322381236	,2023-09-29 11:35:58 ,2023-09-29 11:36:01 ,2023-09-29 11:36:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-09-29 10:33:22--油坊桥2023-09-29 11:35:32),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092822001416551427306028	,95126600004823000003222309284457299209146	,2023-09-28 12:23:00 ,2023-09-28 12:23:07 ,2023-09-28 12:23:07 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,km百货            ,2023092812093312487018132,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092722001116551421387310	,T200P1981060501255915474	,2023-09-27 17:15:10 ,2023-09-27 17:15:15 ,2023-10-09 16:45:14 ,淘宝        ,支付宝担保交易         ,当当**店           ,Django+Vue系统架构设计与实现 ,72.27   ,支出      ,交易关闭    ,0.00     ,72.27    ,                    ,已支出      ,
2023092722001416551415165424	,CPR23092714384385632491933H	,2023-09-27 14:38:43 ,2023-09-27 14:38:45 ,2023-09-27 14:38:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092722001416551403216400	,CPR23092713551158532491933G	,2023-09-27 13:55:11 ,2023-09-27 13:55:12 ,2023-09-27 13:55:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092622001116551421112886	,T200P1979968296700915474	,2023-09-26 23:19:21 ,2023-09-26 23:19:28 ,2023-10-07 14:53:09 ,淘宝        ,支付宝担保交易         ,x***9           ,JavaScript权威指南 第7版 高级程序设计 第四版,29.70   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092622001416551402188625	,472018040802520377430156030264000032309260067170	,2023-09-26 17:38:32 ,2023-09-26 17:38:37 ,2023-09-26 17:38:37 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,东南大学成贤学院        ,东南大学成贤学院            ,17.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092522001116551449145191	,T200P1979769073442915474	,2023-09-25 13:19:43 ,2023-09-25 13:19:48 ,2023-10-05 13:20:44 ,淘宝        ,支付宝担保交易         ,学霸**屋           ,汤家凤网课高数概率强化基础全程班2024考研数学一二三视频课件,8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092522001116551442304672	,T200P1979497275816915474	,2023-09-25 12:48:54 ,2023-09-25 12:49:00 ,2023-10-07 23:21:11 ,淘宝        ,支付宝担保交易         ,x***3           ,React学习手册(第二版)      ,28.00   ,支出      ,交易关闭    ,0.00     ,28.00    ,                    ,已支出      ,
2023092422001116551439006677_1979434562399915474	,T200P1979434562399915474	,2023-09-24 23:10:37 ,                    ,2023-09-24 23:10:37 ,淘宝        ,支付宝担保交易         ,人民**店           ,退款-【官方旗舰店】Python3网络爬虫开发实战 第2二版 崔庆才网络数据采集抓取处理分析书籍教程网络爬虫开发动态网站爬,69.00   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023092422001116551439009639	,T200P1978752792457915474	,2023-09-24 23:10:04 ,2023-09-24 23:10:09 ,2023-10-05 10:02:33 ,淘宝        ,支付宝担保交易         ,当科**店           ,循序渐进Vue.js 3.x前端开发实战,68.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001416551439501460	,kyt1009-000024-169556434146031	,2023-09-24 22:05:41 ,2023-09-24 22:05:44 ,2023-09-24 22:05:44 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,君控信息科技有限公司售卖机   ,康师傅喝开水550ml         ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001116551439006677	,T200P1979434562399915474	,2023-09-24 21:54:05 ,2023-09-24 21:54:10 ,2023-09-24 23:10:37 ,淘宝        ,支付宝担保交易         ,人民**店           ,【官方旗舰店】Python3网络爬虫开发实战 第2二版 崔庆才网络数据采集抓取处理分析书籍教程网络爬虫开发动态网站爬,69.00   ,支出      ,交易关闭    ,0.00     ,69.00    ,                    ,已支出      ,
2023092422001416551441895877	,T000002021713230924203810415485	,2023-09-24 21:49:38 ,2023-09-24 21:49:41 ,2023-09-24 21:49:41 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(油坊桥2023-09-24 20:38:10--东大成贤学院2023-09-24 21:49:13),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001116551443630969_1979160099917915474	,T200P1979160099917915474	,2023-09-24 21:45:42 ,                    ,2023-09-24 21:45:42 ,淘宝        ,支付宝担保交易         ,人民**店           ,退款-【官方旗舰店】Python3网络爬虫开发实战 第2二版 崔庆才网络数据采集抓取处理分析书籍教程网络爬虫开发动态网站爬,69.00   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023092422001116551443630969	,T200P1979160099917915474	,2023-09-24 21:20:20 ,2023-09-24 21:20:25 ,2023-09-24 21:45:42 ,淘宝        ,支付宝担保交易         ,人民**店           ,【官方旗舰店】Python3网络爬虫开发实战 第2二版 崔庆才网络数据采集抓取处理分析书籍教程网络爬虫开发动态网站爬,69.00   ,支出      ,交易关闭    ,0.00     ,69.00    ,                    ,已支出      ,
2023092422001116551443075539	,T2700P1978633704512915474	,2023-09-24 20:09:48 ,2023-09-24 20:09:55 ,2023-09-24 20:54:15 ,淘宝        ,支付宝担保交易         ,天猫**购           ,美国直邮Mild By Nature B族复合物生物素洗发护发蓬松控油473ml,115.05  ,支出      ,等待确认收货  ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001416551441060063	,202309241705914319913418754	,2023-09-24 19:57:23 ,2023-09-24 19:57:27 ,2023-09-24 19:57:26 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137830] 2023-09-24 19:57:21,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001416551432604943	,202309241705783853466439682	,2023-09-24 11:18:58 ,2023-09-24 11:19:01 ,2023-09-24 11:19:01 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137816] 2023-09-24 11:18:55,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092422001416551433236033	,T000002079111230924100255776593	,2023-09-24 11:14:46 ,2023-09-24 11:14:50 ,2023-09-24 11:14:50 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-09-24 10:02:55--油坊桥2023-09-24 11:14:29),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092222001116551409580266	,T200P1977742274162915474	,2023-09-22 11:39:27 ,2023-09-22 11:39:35 ,2023-10-03 16:51:47 ,淘宝        ,支付宝担保交易         ,x***5           ,正版二手 JavaScript忍者秘籍  第2版 John,25.99   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092222001416551415293311	,kyt1010-000025-169535380573531	,2023-09-22 11:36:45 ,2023-09-22 11:36:48 ,2023-09-22 11:36:48 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,君控信息科技有限公司售卖机   ,康师傅喝开水550ml         ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092122001116551404162748	,T200P1976405091014915474	,2023-09-21 14:54:30 ,2023-09-21 14:54:35 ,2023-10-01 15:22:25 ,淘宝        ,支付宝担保交易         ,x***7           ,二手正版 计算机组成原理第三3版第二2版 唐朔飞 高等教育出,19.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092122001116551457183742	,T200P1975854900742915474	,2023-09-21 12:58:18 ,2023-09-21 12:58:22 ,2023-10-01 22:45:31 ,淘宝        ,支付宝担保交易         ,阳***2           ,Django + Vue.js实战派&mdash;&mdash;Python Web,30.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092122001116551403451660	,T200P1975851048315915474	,2023-09-21 12:50:26 ,2023-09-21 12:50:30 ,2023-10-02 00:24:35 ,淘宝        ,支付宝担保交易         ,丶***字           ,《包邮全新》Vuejs设计与实现 霍春阳深入浅出Vue.js,21.80   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092122001116551457946440_1976512765821915474	,T200P1976512765821915474	,2023-09-21 12:22:18 ,                    ,2023-09-21 12:22:18 ,淘宝        ,支付宝担保交易         ,丶***字           ,退款-《包邮全新》Vuejs设计与实现 霍春阳深入浅出Vue.js,21.80   ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023092122001116551457946440	,T200P1976512765821915474	,2023-09-21 11:19:52 ,2023-09-21 11:20:03 ,2023-09-21 12:22:18 ,淘宝        ,支付宝担保交易         ,丶***字           ,《包邮全新》Vuejs设计与实现 霍春阳深入浅出Vue.js,21.80   ,支出      ,交易关闭    ,0.00     ,21.80    ,                    ,已支出      ,
2023092122001116551402196264	,T200P1975765692829915474	,2023-09-21 10:47:40 ,2023-09-21 10:47:45 ,2023-10-01 17:14:04 ,淘宝        ,支付宝担保交易         ,胜晋**店           ,新品日本kokuyo国誉一米新纯系列超薄活页本复古风线圈本进口原纸笔记本日记本可换活页记事本子A5/B5 等多件,70.35   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023092022001416551458100274	,T000002079012230920175757421883	,2023-09-20 18:05:05 ,2023-09-20 18:05:09 ,2023-09-20 18:05:09 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(星火路2023-09-20 17:57:57--东大成贤学院2023-09-20 18:04:39),2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091922001116551453419774	,T200P1974586648092915474	,2023-09-19 21:20:33 ,2023-09-19 21:20:40 ,2023-09-30 09:31:39 ,淘宝        ,支付宝担保交易         ,桃时**店           ,巴西莓粉官方旗舰店冻干纯巴西莓粉羽衣甘蓝果蔬膳食纤维变代餐白,6.80    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091922001116551454134008	,T2700P1974586648091915474	,2023-09-19 21:20:33 ,2023-09-19 21:20:40 ,2023-10-10 13:27:42 ,淘宝        ,支付宝担保交易         ,hy**店           ,芬兰Hyllers野生越橘护眼粉保健品成人儿童非蓝莓片叶黄素软糖,269.00  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091922001116551452653148	,T200P1974923827232915474	,2023-09-19 19:10:43 ,2023-09-19 19:10:47 ,2023-09-19 19:10:47 ,淘宝        ,支付宝担保交易         ,卡其**顾           ,王道考研408网课2024考研计算机408强化数据结构操作系统资料网课,15.00   ,支出      ,支付成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091822001416551447130902	,kyt1010-000018-169503894836131	,2023-09-18 20:09:08 ,2023-09-18 20:09:11 ,2023-09-18 20:09:11 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,君控信息科技有限公司售卖机   ,康师傅喝开水550ml         ,2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091822001116551449964588	,T200P1973936067350915474	,2023-09-18 18:14:57 ,2023-09-18 18:15:02 ,2023-09-29 11:26:32 ,淘宝        ,支付宝担保交易         ,苏泊**店           ,苏泊尔保温杯男女士大容量高档商务车载便携泡茶316L不锈钢水杯子,89.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091622001116551441451875_1972693166034915474_advance	,T200P1972693166034915474	,2023-09-18 18:14:10 ,                    ,2023-09-18 18:14:10 ,淘宝        ,支付宝担保交易         ,苏泊**店           ,退款-苏泊尔咖啡杯陶瓷覆层内胆保温杯男士随行夏季保冷杯吸管水杯女生,109.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023091822001116551448388845	,T1100P1973736483834915474	,2023-09-18 12:49:59 ,2023-09-18 12:50:07 ,2023-09-18 13:13:56 ,淘宝        ,支付宝担保交易         ,国泰**司           ,保险-买家版运费险-现货！田径精英东京配色Adidas SprintStar阿迪达斯男女短跑钉鞋等,5.61    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091822001116551448412152	,T200P1973736483833915474	,2023-09-18 12:49:59 ,2023-09-18 12:50:07 ,2023-09-28 13:13:22 ,淘宝        ,支付宝担保交易         ,si**n           ,现货！田径精英东京配色Adidas SprintStar阿迪达斯男女短跑钉鞋,398.97  ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091722001416551445863970_RD1703632036419279086348	,572309171703244439282022436	,2023-09-18 12:48:32 ,                    ,2023-09-18 12:48:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,退款-商品交易             ,389.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023091522001416551439069762_RD1703630520244953888354	,572309151702558476874392334	,2023-09-18 12:42:32 ,                    ,2023-09-18 12:42:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,退款-商品交易             ,489.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023091722001416551446234836	,T000019071216230917191959591202	,2023-09-17 20:29:29 ,2023-09-17 20:29:32 ,2023-09-17 20:29:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大九龙湖校区2023-09-17 19:19:59--东大成贤学院2023-09-17 20:29:06),8.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091722001416551444353083	,202309171703247366529351682	,2023-09-17 11:19:52 ,2023-09-17 11:19:55 ,2023-09-17 11:19:55 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京交通一卡通有限公司     ,公交-01058006-车号[137819] 2023-09-17 11:19:50,3.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091722001416551444647246	,T000002079110230917101128676683	,2023-09-17 11:17:18 ,2023-09-17 11:17:22 ,2023-09-17 11:17:22 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-09-17 10:11:28--油坊桥2023-09-17 11:17:03),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091722001416551445863970	,572309171703244439282022436	,2023-09-17 11:08:14 ,2023-09-17 11:08:15 ,2023-09-18 12:48:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,商品交易                ,389.00  ,支出      ,交易关闭    ,0.00     ,389.00   ,                    ,已支出      ,
2023091622001416551444430889	,9088202309162257091990912	,2023-09-16 22:57:31 ,2023-09-16 22:57:32 ,2023-09-16 22:57:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,U净              ,店铺小票充值              ,10.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091622001416551441421877	,CPR23091622023086832491933O	,2023-09-16 22:02:31 ,2023-09-16 22:02:32 ,2023-09-16 22:02:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091622001416551444727788	,T000002035003230916204027008244	,2023-09-16 21:54:31 ,2023-09-16 21:54:34 ,2023-09-16 21:54:34 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(竹山路2023-09-16 20:40:27--东大成贤学院2023-09-16 21:54:14),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091622001416551441482466	,T000002079109230916101014761008	,2023-09-16 11:16:09 ,2023-09-16 11:16:12 ,2023-09-16 11:16:12 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(东大成贤学院2023-09-16 10:10:14--百家湖2023-09-16 11:15:53),7.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091622001116551441451875	,T200P1972693166034915474	,2023-09-16 09:55:43 ,2023-09-16 09:55:49 ,2023-09-21 09:14:05 ,淘宝        ,支付宝担保交易         ,苏泊**店           ,苏泊尔咖啡杯陶瓷覆层内胆保温杯男士随行夏季保冷杯吸管水杯女生,109.00  ,支出      ,交易关闭    ,0.00     ,109.00   ,                    ,已支出      ,
2023091522001416551442249106	,T000002079010230915181852458753	,2023-09-15 18:23:53 ,2023-09-15 18:23:57 ,2023-09-15 18:23:57 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,南京地铁运营有限责任公司    ,南京地铁(星火路2023-09-15 18:18:52--东大成贤学院2023-09-15 18:23:44),2.00    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091522001416551439069762	,572309151702558476874392334	,2023-09-15 13:42:27 ,2023-09-15 13:42:29 ,2023-09-18 12:42:32 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,商品交易                ,489.00  ,支出      ,交易关闭    ,0.00     ,489.00   ,                    ,已支出      ,
2023091322001416551432780105_RD1702558134355099575356	,572309131701896839412166673	,2023-09-15 13:41:16 ,                    ,2023-09-15 13:41:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,退款-商品交易             ,549.00  ,不计收支    ,退款成功    ,0.00     ,0.00     ,                    ,已收入      ,
2023091522001116551438360796	,T200P1971904047532915474	,2023-09-15 12:18:49 ,2023-09-15 12:18:55 ,2023-09-15 13:06:34 ,淘宝        ,支付宝担保交易         ,t***7           ,Vuexy 9.7.0 后台管理模板 包更新,16.00   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091422001416551435922521	,962018040802520377430156030264000062309140018155	,2023-09-14 17:16:15 ,2023-09-14 17:16:20 ,2023-09-14 17:16:19 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,东南大学成贤学院        ,东南大学成贤学院            ,17.50   ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091322001416551432780105	,572309131701896839412166673	,2023-09-13 17:53:30 ,2023-09-13 17:53:31 ,2023-09-15 13:41:16 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,得物              ,商品交易                ,549.00  ,支出      ,交易关闭    ,0.00     ,549.00   ,                    ,已支出      ,
2023091222001416551431886362	,CPR23091219431979032491933E	,2023-09-12 19:43:19 ,2023-09-12 19:43:20 ,2023-09-12 19:43:20 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,1.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
2023091222001416551431955536	,CPR23091219351378432491933E	,2023-09-12 19:35:13 ,2023-09-12 19:35:14 ,2023-09-12 19:35:14 ,其他（包括阿里巴巴和外部商家）,即时到账交易          ,哈啰出行            ,哈啰单车骑行              ,5.50    ,支出      ,交易成功    ,0.00     ,0.00     ,                    ,已支出      ,
------------------------------------------------------------------------------------
