order_id,time,merchant,category_1,category_2,product,cost
4200001896202308313076122880,2023-08-31 11:25:50,万购超市,,,万购超市东大成贤店,1.5
4200001901202308312496129678,2023-08-31 11:06:22,东南大学成贤学院,,,东南大学成贤学院,15.0
4200066286202308303587421337,2023-08-30 18:24:44,东南大学成贤学院,,,东南大学成贤学院,10.5
4200001814202308307599246323,2023-08-30 18:21:47,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001913202308309395805390,2023-08-30 16:48:02,腾讯云费用账户-移动支付,,,腾讯云购买云服务-100033078918,19.9
4200001916202308301816479443,2023-08-30 13:24:55,腾讯云费用账户-移动支付,,,腾讯云购买云服务-100033078918,100.0
4200001912202308300868633216,2023-08-30 12:08:28,东南大学成贤学院,,,东南大学成贤学院,19.0
4200001955202308309234320855,2023-08-30 09:57:30,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001911202308295735865810,2023-08-29 21:06:38,腾讯云费用账户-移动支付,,,腾讯云-腾讯云购买云服务-100033078918,8.0
4200001890202308294904671697,2023-08-29 18:40:11,腾讯云费用账户-移动支付,,,腾讯云购买云服务-100033078918,50.0
4200001934202308297689399235,2023-08-29 17:31:47,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001919202308293917691162,2023-08-29 17:17:19,东南大学成贤学院,,,东南大学成贤学院,16.5
4200001912202308290533457811,2023-08-29 11:37:36,东南大学成贤学院,,,东南大学成贤学院,17.5
4443501097202308284506093980,2023-08-28 21:58:29,猫眼平台商户,,,/,91.8
4200001961202308287508149195,2023-08-28 19:25:26,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001964202308287033884521,2023-08-28 17:50:05,美团平台商户,,,【豪客来牛排（桥北沃尔玛0609店）】黄金厚切牛排套餐,76.65
4200001900202308286755360108,2023-08-28 11:29:08,东南大学成贤学院,,,东南大学成贤学院,12.5
4200001958202308280148579291,2023-08-28 08:33:58,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200066284202308286507532569,2023-08-28 08:18:05,东南大学成贤学院,,,东南大学成贤学院,12.0
4200066282202308276417514526,2023-08-27 20:47:24,万购超市,,,万购超市东大成贤店,1.5
4200001952202308271310965674,2023-08-27 20:14:42,美团平台商户,,,【盒马鲜生代购（弘阳广场店）】盒补补 黑枸杞 85g,47.4
4200001949202308269829204728,2023-08-26 17:53:27,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200066281202308265162865448,2023-08-26 17:40:17,东南大学成贤学院,,,东南大学成贤学院,13.0
4200001931202308266014266839,2023-08-26 13:51:31,美团平台商户,,,【费尼原切牛排·沙拉·意面（弘阳广场店）】澳洲原切炙烤薄切…,45.4
4200001957202308252281283691,2023-08-25 20:11:14,美团平台商户,,,【费尼原切牛排·沙拉·意面（弘阳广场店）】经典肋眼牛排+蜂…,53.2
4200001902202308257583371856,2023-08-25 17:34:11,万购超市,,,万购超市东大成贤店,18.0
4200001965202308255380736668,2023-08-25 17:25:52,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200067685202308258772716055,2023-08-25 12:16:03,东南大学成贤学院,,,东南大学成贤学院,16.5
4200001904202308246877788103,2023-08-24 17:49:59,东南大学成贤学院,,,东南大学成贤学院,17.5
4200001956202308242394798490,2023-08-24 17:43:42,手机充值,,,50元手机话费-13813880959,50.0
4200001912202308245405414468,2023-08-24 11:31:38,东南大学成贤学院,,,东南大学成贤学院,16.0
4200001814202308232095826524,2023-08-23 17:33:38,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001947202308233866392213,2023-08-23 12:11:47,喜马拉雅FM,,,喜马拉雅-订单编号:202308234001583006209521151,20.0
4200001890202308232128779694,2023-08-23 11:16:12,东南大学成贤学院,,,东南大学成贤学院,15.0
4200001898202308228311309848,2023-08-22 09:44:58,东南大学成贤学院,,,东南大学成贤学院,6.0
4200001906202308211264062713,2023-08-21 16:55:11,东南大学成贤学院,,,东南大学成贤学院,13.0
4200001917202308213687792154,2023-08-21 12:06:49,万购超市,,,万购超市东大成贤店,4.5
4200067686202308216088815991,2023-08-21 11:56:09,东南大学成贤学院,,,东南大学成贤学院,13.0
4200001889202308214715968811,2023-08-21 07:51:45,东南大学成贤学院,,,东南大学成贤学院,8.0
4200001955202308205822059387,2023-08-20 22:54:17,美团平台商户,,,【先声再康药店（天润城店）】[洁悠神]抗菌喷剂30ml,53.32
4200001903202308204375505211,2023-08-20 19:10:19,中超超市,,,中超超市(东南大学成贤学院店),69.3
4200067690202308208454548803,2023-08-20 18:21:04,萨莉亚,,,萨莉亚,144.0
4200066285202308207213161194,2023-08-20 17:40:39,永辉超市 BRAVO YH,,,6209680350060037,9.6
4200001893202308206339758154,2023-08-20 09:45:43,东南大学成贤学院,,,东南大学成贤学院微信缴费,18150.0
2023101122001416551416383691,2023-10-11 22:43:07,茕踽客,,,收钱码收款,60.0
2023101122001116551407093518,2023-10-11 18:08:57,当当**店,,,当当网 TypeScript编程 中国电力出版社 正版书籍,46.0
2023101122001416551404734502,2023-10-11 17:20:04,东南大学成贤学院,,,东南大学成贤学院,16.5
2023100822001416551438533249,2023-10-08 22:32:45,U净,,,店铺小票充值,10.0
2023100822001116551431093602,2023-10-08 22:20:14,博库**店,,,健壮的Python 博库网,80.28
2023100822001416551438040186,2023-10-08 18:50:10,杭州菜鸟供应链管理有限公司,,,菜鸟裹裹-寄件费_3339917454_LP00603393087835,8.0
2023100822001416551430896558,2023-10-08 11:38:06,东南大学成贤学院,,,东南大学成贤学院,17.5
4200002052202310123321345577,2023-10-12 11:20:13,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001977202310121643370328,2023-10-12 11:08:35,东南大学成贤学院,,,东南大学成贤学院,17.5
4200001814202310111570176927,2023-10-11 16:13:00,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200067697202310113587099382,2023-10-11 10:50:26,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001971202310102127101025,2023-10-10 17:03:34,东南大学成贤学院,,,东南大学成贤学院,15.5
4200001973202310108183715028,2023-10-10 11:34:21,东南大学成贤学院,,,东南大学成贤学院,18.5
4200002049202310091189470265,2023-10-09 19:40:28,美团平台商户,,,【盒马鲜生代购（弘阳广场店）】盒补补 黑枸杞 85g等3件…,100.19
4200002028202310092379185314,2023-10-09 19:24:09,君控信息贩卖机,,,康师傅喝开水550ml,2.0
4200001987202310092849274308,2023-10-09 17:26:07,万购超市,,,万购超市东大成贤店,7.6
4200067695202310092208095717,2023-10-09 17:00:42,东南大学成贤学院,,,东南大学成贤学院,17.0
4200066294202310094797382230,2023-10-09 11:39:50,东南大学成贤学院,,,东南大学成贤学院,18.0
4200002012202310084578667662,2023-10-08 20:08:33,快亿通,,,智慧零售,2.0
4200001981202310074312863467,2023-10-07 17:41:28,东南大学成贤学院,,,东南大学成贤学院,17.5
100005000123100700064228635782099740,2023-10-07 17:32:33,程泽宇,,,转账备注:微信转账,12.0
4200066294202310070742580907,2023-10-07 11:17:24,东南大学成贤学院,,,东南大学成贤学院,13.0
4200002002202310060138924313,2023-10-06 18:25:37,东南大学成贤学院,,,东南大学成贤学院,16.0
4200066290202310066248124691,2023-10-06 11:48:31,东南大学成贤学院,,,东南大学成贤学院,15.0
4200001985202310061699137084,2023-10-06 09:56:25,拾颜悦色美甲社,,,2023100609100059968528730,42.8
4200002018202310051760094773,2023-10-05 22:31:17,快亿通,,,智慧零售,2.0
